violence,protest,proccd_text,text
0,1,other slogans gezi DD a rebuke to the pm s DD vision httpAddress httpAddress resign tayyip resign government,"Other slogans: ""Gezi 2023"" (a rebuke to the PM's 2023 vision: http://t.co/ZxUSnBHKRJ), ""A.C.A.B"", ""Resign, Tayyip"" ""Resign, Government"""
0,1,rt usrId turkey fighting in istanbul live stream 2 httpAddress #occupygezi,RT @ohboywhatashot: Turkey: Fighting in Istanbul [LIVE STREAM 2] http://t.co/AN69UQ3edS #occupygezi
0,0,rt usrId good luck to the five young #mufc players involved in the fifa u 20 world httpAddress the tournament starts in turkey httpAddress httpAddress,RT @ManUtd_PO: Good luck to the five young #MUFC players involved in the FIFA U-20 World Cup. The tournament starts in Turkey today. http:/
0,1,rt usrId erdogan s speech sounds almost absurdly provocative and combative towards the httpAddress scary and httpAddress #oc,RT @AChristieMiller: Erdogan's speech sounds almost absurdly provocative and combative towards the demonstrators. Scary and depressing. #oc
0,0,pitcher of margaritas lunch httpAddress in restaurant acceptable but tequila shots lunch httpAddress sandwich in my house frowned upon,"Pitcher of margaritas @ lunch w/enchiladas in restaurant=Acceptable
BUT
Tequila shots @ lunch w/turkey sandwich in my house= Frowned upon"
0,1,rt usrId #huffingtonpost photos #occupygezi protests turn httpAddress what began as a peaceful protest aimed .. httpAddress,RT @NoteradCom: #HuffingtonPost PHOTOS: #OccupyGezi Protests Turn Violent. What began as a peaceful protest aimed ... http://t.co/BlXQYCNC6
0,0,video turkey witnesses fiercest httpAddress httpAddress via httpAddress,Video: Turkey witnesses fiercest anti... http://t.co/dWlBn8xPHs via http://t.co/xTCEil5Zpd
0,0,i wanna go back to turkey really bad i hate it here,"I wanna go back to turkey really bad,I hate it here"
0,1,rt usrId video allegedly showing a protester being run over by a police vehicle in #ankara #turkey httpAddress #occupygezi #t,"RT @RT_com: VIDEO allegedly showing a protester being run over by a police vehicle in #Ankara, #Turkey http://t.co/AUiY7X1WS2 #Occupygezi #T"
0,0,rt usrId an unseen day of twitter in httpAddress people only tweeting qs to government everything that hurt public consciousness,"RT @tomyardiansyah2: An unseen day of twitter in Turkey. People only tweeting Qs to government, everything that hurt public consciousness "
1,1,rt usrId #breaking #news 344349240216125440 tue jun DD 07 03 51 00 2013 rt usrId bit of tear gas in taksim as police intervenes #direngeziparki #occupygezi httpAddress,"RT @GlobalRevLive: #Breaking #News
344349240216125440,Tue Jun 11 07:03:51 +0000 2013,""RT @PamukHum: ""Bit of tear gas"" in Taksim as police intervenes #direngeziparki #occupygezi http://t.co/J3BVlki7oS"
0,0,usrId dont take this personal but the problem is when erdogan was getting applause from foreign gov s and media most of the peoplehere,"@bparlan dont take this personal, but the problem is when erdogan was getting applause from foreign gov's and media, most of the peoplehere+"
0,1,usrId usrId did you criticize yourself regarding fake news of #geziparki ?,@camanpour @takvim did you criticize yourself regarding FAKE news of #GeziParki ?
0,1,rt usrId friday prayers in #taksim httpAddress latest usrId photos httpAddress httpAddress,RT @nycjim: Friday prayers in #Taksim Square. Latest @reuters photos: http://t.co/E163j5cVYK http://t.co/FYpHMfUoBl
0,0,within a common horizon at luxembourg amp ,"""Within a Common Horizon"" at Luxembourg &amp; Dayan is centered upon the juxtaposition of two iconic works by Pino Pascali and Jannis Kounellis."
0,1,rt usrId usrId uses storify to show some of the latest istanbul images httpAddress #occupygezi #occupygezinyc,RT @Babelistanbul: @cafebabel_ES uses storify to show some of the latest Istanbul images http://t.co/fG7wWR5Rdo #occupygezi #OccupyGeziNYC 
0,0,usrId are you in istanbul ?,@denizish are you in Istanbul?
0,0,my bus hit a turkey this httpAddress a wild httpAddress,My bus hit a turkey this morning. A wild turkey.
0,1,rt usrId #erdogan s police is burning wish tree at #gezipark httpAddress but can t burn our hope #occupytree,RT @Altan: #Erdogan's Police is burning wish tree at #GeziPark http://t.co/bcfJbb58Z9 but can't burn our hope #OccupyTree
1,1,rt usrId #breaking reports of new clashes in #ankara police fire tear gas at protesters httpAddress #occupygezi #dire,"RT @YourAnonNews: #BREAKING: Reports of new clashes in #Ankara, police fire tear gas at protesters http://t.co/9pagKOAryd #OccupyGezi #Dire"
0,0,incredibly proud of my friends in istanbul today that is standing up for what they believe in and what s httpAddress,Incredibly proud of my friends in Istanbul today that is standing up for what they believe in and what's right.
0,1,usrId rt turkish protester hit by police panzer toma #occupygezi #direngeziparki 340951756546637824 sat jun DD 22 03 27 00 2DD3 wait what happebned in turkey i have family there 34095175842569DD13 sat jun DD 22 03 28 00 2DD3 rt usrId overwhelmed by messages from turkey where there is a news shutdown local people think the world does not know they do tur,"@aylajean RT: Turkish Protester Hit By Police Panzer (TOMA) #occupygezi #direngeziparki 
340951756546637824,Sat Jun 01 22:03:27 +0000 2013,WAIT WHAT HAPPEBNED IN TURKEY I HAVE FAMILY THERE
340951758425690113,Sat Jun 01 22:03:28 +0000 2013,""RT @PJenningsUNI: Overwhelmed by messages from turkey where there is a news shutdown,local people think the world does not know,they do,tur"
0,0,usrId secularists vs progressive islamist govt in turkey despite httpAddress gdp growth worsened by loud mouth pm . lesson for us ?,@ShashiTharoor Secularists vs 'Progressive' Islamist govt in Turkey despite 8.5% GDP growth - worsened by loud mouth PM. Lesson for us?
0,1,#occupygezi burger king didnt helped wounded protesters but helped police and gave them free meals .. httpAddress usrId,#occupygezi burger king didnt helped wounded protesters but helped police and gave them free meals ... http://t.co/4YjDoMPmUP @UK_Collapse
0,0,rt usrId jumaa mubaraka to everyone from lovely httpAddress ya nabi video alhamdulilah reached DD million httpAddress share the httpAddress httpAddress,RT @MaherZain: Jumaa Mubaraka to everyone from Lovely Istanbul. Ya Nabi video Alhamdulilah reached 20 million views. share the love. http:/
0,1,rt usrId gov t complained crowd threw stones now tens of people stand still at #taksim monday DD #duranadam #standingman http,"RT @zeynep_erdim: Gov't complained crowd threw stones, now tens of people stand still at #Taksim Monday 0030 #duranadam #standingman http:"
0,0,DD days till turkey with my baby so motivated to get my sweat on tonight ! #sweatisjustfatcrying,"30 days till turkey with my baby, so motivated to get my sweat on tonight! #sweatisjustfatcrying "
0,1,rt usrId we went to istanbul to film the biggest civil uprising in the history of the turkish republic httpAddress #turkey #,RT @VICEUK: We went to Istanbul to film the biggest civil uprising in the history of the Turkish Republic: http://t.co/3oMj4A1Eve #Turkey #
0,1,rt usrId #gazi district population blocked the highway in solidarity with #occupygezi and httpAddress httpAddress #direngazi #,RT @Alamet0: #Gazi district population blocked the highway in solidarity with #OccupyGezi and #Taksim. https://t.co/nCfXtLNVrP #DirenGazi #
0,1,rt usrId httpAddress allow access to medical treatment for all people in need on the streets and in detention usrId #direngezi,"RT @anniesenol: .@RT_Erdogan Allow access to medical treatment for all people in need, on the streets and in detention @aforgutu #direngezi"
1,1,rt usrId #occupygezi protests turn violent as police attack peaceful protesters in istanbul httpAddress via usrId #,RT @kuminaidoo: #OccupyGezi Protests Turn Violent As Police Attack Peaceful Protesters In Istanbul http://t.co/Qfp9WG5AY3 via @HuffPostUK #
0,0,usrId had such a nice time in httpAddress gonna miss it httpAddress wow she s perfect,@imLucyWatson: Had such a nice time in turkey.... Gonna miss it http://t.co/Na1EVUPCuU wow she's perfect
0,0,veggies stuffed egg white muffins wrapped in turkey httpAddress on flatout yummy !! #curvyfitness httpAddress,Veggies Stuffed Egg White Muffins Wrapped in Turkey Bacon. On Flatout yummy!!! #curvyfitness http://t.co/ZGoAz6sRWm
0,1,turkish police break up istanbul park protest httpAddress,Turkish police break up Istanbul park protest http://t.co/cnL6D6QQf0
0,1,rt usrId taksim httpAddress usrId usrId #direnankara #occupygezi #revolution #direngezi #killererdogan #turke htt,RT @a7med_eltawil: Taksim now.#Erdogan @GlobalRevLive @OccupySPb #direnankara #occupygezi #Revolution #direngezi #killererdogan #Turke htt
0,0,usrId talk about something worth it . bloody friday in turkey httpAddress,@CBCAlerts talk about something worth it. Bloody Friday in Turkey http://t.co/luOcVFSXqo
0,1,#video torture in httpAddress i read somewhere that turtles have bigger httpAddress couldn t agree httpAddress #occupygezi,"#Video ""Torture in #Taksim"". I read somewhere that ""Turtles have bigger balls"". Couldn't agree more...
http://t.co/BzuDFq4RwH #occupygezi"
0,0,i wish i could live in turkey again,"I wish I could live in Turkey, again"
0,0,rt usrId new akp logo by artist ali cabbar residing in belgium in reaction to police brutality by the turkish httpAddress httpAddress,RT @O_Altiparmak: New AKP logo by artist Ali Cabbar residing in Belgium in reaction to police brutality by the Turkish police... http://t.c
0,0,justin kam kom gel to turkey again #turkishbelieberswantnewconcertinnextyear,Justin kam kom gel to Turkey again #TurkishBeliebersWantNewConcertInNextYear
0,0,usrId not when they are wearing the erdogan s puppets hats ! they are his tools in his power drunk game !,"@subnigurath Not when they are wearing the 'Erdogan's Puppets' hats! They are his tools, in his power-drunk game!"
0,0,bowl is loaded httpAddress making turkey legs .. ima lemon pepper them hoes lol,Bowl is loaded .... Making turkey legs ... Ima lemon pepper them hoes lol
0,0,wanna go to turkey just for a turkish bath lol,wanna go to turkey just for a Turkish bath lol
0,0,turkey DD set for spectacular opening ceremony turkish prime minister recep tayyip erdogan and fifa httpAddress httpAddress,Turkey 2013 set for spectacular opening ceremony: Turkish Prime Minister Recep Tayyip Erdogan and FIFA president... http://t.co/Ny1kesqVz8
0,1,rt usrId via usrId an invitation to passive resistance everyday at httpAddress httpAddress #direngeziparki #dura,"RT @ela_suleymangil: via @barisakpolat An invitation to passive resistance, everyday at 20:00. http://t.co/curkO9xw51 #direngeziparki #dura"
0,0,rt usrId pm erdogan says #turkey s opposition is stuck says he wished there was a stronger opposition to benefit httpAddress,"RT @wsjemre: PM Erdogan says #Turkey's opposition is stuck, says he wished there was a stronger opposition to benefit democracy."
1,1,rt usrId photo water cannon truck on fire at taksim square istanbul httpAddress #occupygezi httpAddress,"RT @RT_com: PHOTO: Water cannon truck on fire at Taksim Square, Istanbul http://t.co/nIFBgsRyjS #occupygezi http://t.co/PUFXNIxhT5"
0,1,rt usrId how one man and his piano is helping quell the violence in turkey s taksim square httpAddress,RT @94dBA: How one man and his piano is helping quell the violence in Turkey's Taksim Square: http://t.co/f0XJay3eZg
0,1,usrId watch this video httpAddress #opturkey httpAddress via usrId,"@cbcedmonton@edmontonsun Watch this video please.#occupygezi
Anonymous - #opTurkey http://t.co/nWFnEunT8u via @youtube"
0,0,rt usrId my video take on the last few days in istanbul httpAddress,RT @danieldombey: My video take on the last few days in Istanbul http://t.co/2NTZZqUuHW
0,0,free fellow soldiers try me former chief of general staff former chief of general staff httpAddress httpAddress #turkey #turkish,"Free fellow soldiers, try me: Former chief of general staff: Former Chief of General Staff Ge... http://t.co/nYqRlQQsDm #turkey #turkish"
0,1,via usrId current live streams from #istanbul #occupygezi #direngeziparki #occupytaksim httpAddress,Via @OpPinkPower Current Live streams from #Istanbul #OccupyGezi #direngeziparki #occupytaksim http://t.co/U3FU0q2SR7
0,0,a scene from bashar s #syria government recruits hundreds to welcome erdogan from his north africa islamic httpAddress httpAddress,A scene from Bashar's #Syria government recruits hundreds to welcome Erdogan from his North Africa Islamic Safari. http://t.co/nt1EJAp5PA
0,0,rt usrId istanbul in photos the serpentine s new cloud cape town s hailstorm and more in our weekly look at the web httpAddress,"RT @coolhunting: Istanbul in photos, the Serpentine's new cloud, Cape Town's hailstorm and more in our weekly look at the web http://t.co/y"
1,1,rt usrId young people are thronging the streets now in iran and in turkey s gezi httpAddress the ones in turkey are being httpAddress,RT @NickKristof: Young people are thronging the streets now in Iran and in Turkey's Gezi Park. The ones in Turkey are being teargassed.
